	Description	STRING-400	STRING-400	STRING-400	STRING-400	STRING-400	STRING-400	STRING-400	STRING-400	STRING-400	STRING-400	STRING-400	STRING-400	STRING-400	STRING-400	Krogan	Krogan	Krogan	Krogan	Krogan	Krogan
		RL-a3_4	RL-a3_4	RL-a3_4	RL-a3_4	RL-a3_4	RL-a3_4	RL-a3_4	SVM-rep100-nf5	SVM-rep100-nf5	SVM-rep100-nf5	SVM-rep100-nf5	SVM-rep100-nf5	SVM-rep100-nf5	SVM-rep100-nf5	-	-	-	-	-	-
		GeneRatio	BgRatio	p.adjust	qvalue	geneID	geneName	-(log(qvalue RL-a3_4)- log(qvalue Krogan))	GeneRatio	BgRatio	p.adjust	qvalue	geneID	geneName	-(log(qvalue SVM-rep100-nf5)- log(qvalue Krogan))	GeneRatio	BgRatio	p.adjust	qvalue	geneID	geneName
GO:0097711	ciliary basal body-plasma membrane docking	46/292	95/16433	2.32E-52	2.03E-52	Q8TEP8/Q7Z4H7/Q8NHV4/O43805/Q99871/Q15154/Q96CS2/Q9P209/Q86XR8/Q9UPN4/Q9BT25/Q9H6D7/Q68CZ6/Q96L34/Q8IW35/Q96MT8/Q96NL6/Q96ST8/Q5JTW2/Q5BJF6/O94986/O94927/P68371/Q8NHQ1/P23258/Q8TES7/Q86SQ7/Q9NVX0/O43303/Q8TAP6/Q9UPV0/A8K8P3/Q6NUS6/Q2MV58/Q5T7B8/Q6IQ55/Q9HC77/P07437/Q9Y592/Q7Z460/Q71U36/Q96GX1/P04350/Q9P2K1/P68366/Q9BYV8	CEP192/HAUS6/NEDD1/SSNA1/HAUS7/PCM1/HAUS1/CEP72/CEP57/CEP131/HAUS8/HAUS4/HAUS3/MARK4/CEP97/CEP63/SCLT1/CEP89/CEP78/ODF2/CEP152/HAUS5/TUBB4B/CEP70/TUBG1/FBF1/SDCCAG8/HAUS2/CCP110/CEP76/CEP164/SFI1/TCTN3/TCTN1/KIF24/TTBK2/CENPJ/TUBB/CEP83/CLASP1/TUBA1A/TCTN2/TUBB4A/CC2D2A/TUBA4A/CEP41	48.85690818	70/323	95/16433	1.04E-97	8.51E-98	Q9UPV0/Q8TEP8/Q7Z460/Q96L34/Q8NHV4/Q9H6D7/Q68CZ6/Q7Z4H7/Q99871/Q9BT25/Q96CS2/Q9HC77/Q5JTW2/Q15154/A8K8P3/Q8TAP6/Q96QF0/Q86XR8/Q86SQ7/Q5BJF6/O94927/O43805/Q96NL6/Q8TCU4/Q9P209/Q9NXR1/P62491/O43303/Q9NVX0/Q96ST8/P68371/Q15051/Q96MT8/Q8IW35/Q9BYV8/Q9UPN4/Q14008/Q96GX1/P48730/P49674/Q15691/P23258/O15078/P68366/Q9P0N5/Q8NHQ1/O94986/Q68CZ1/P61981/Q5HYA8/P04350/O75935/O75665/P61163/Q14204/P51955/O00444/P07437/Q6IQ55/Q2MV58/Q5T7B8/Q9Y592/Q8TES7/Q9NXB0/Q6NUS6/Q5TB80/Q4AC94/P30153/Q71U36/P62258	CEP164/CEP192/CLASP1/MARK4/NEDD1/HAUS4/HAUS3/HAUS6/HAUS7/HAUS8/HAUS1/CENPJ/CEP78/PCM1/SFI1/CEP76/RAB3IP/CEP57/SDCCAG8/ODF2/HAUS5/SSNA1/SCLT1/ALMS1/CEP72/NDE1/RAB11A/CCP110/HAUS2/CEP89/TUBB4B/IQCB1/CEP63/CEP97/CEP41/CEP131/CKAP5/TCTN2/CSNK1D/CSNK1E/MAPRE1/TUBG1/CEP290/TUBA4A/TMEM216/CEP70/CEP152/RPGRIP1L/YWHAG/TMEM67/TUBB4A/DCTN3/OFD1/ACTR1A/DYNC1H1/NEK2/PLK4/TUBB/TTBK2/TCTN1/KIF24/CEP83/FBF1/MKS1/TCTN3/CEP162/C2CD3/PPP2R1A/TUBA1A/YWHAE	94.2346794	10/319	95/16437	0.001635228587	0.00146171749	O95613/O95684/P17612/P31323/Q66GS9/Q7Z7A1/Q96SN8/Q99996/Q9BV73/Q9Y2I6	PCNT/FGFR1OP/PRKACA/PRKAR2B/CEP135/CNTRL/CDK5RAP2/AKAP9/CEP250/NINL
GO:0140056	organelle localization by membrane tethering	47/292	168/16433	2.34E-40	2.06E-40	Q8TEP8/Q7Z4H7/Q8NHV4/O43805/Q99871/Q15154/Q96CS2/Q9P209/Q86XR8/Q9UPN4/Q9BT25/Q9H6D7/Q68CZ6/Q96L34/Q8IW35/Q96MT8/Q96NL6/Q96ST8/Q5JTW2/Q5BJF6/O94986/O94927/P68371/Q8NHQ1/P23258/Q8TES7/Q86SQ7/Q9NVX0/O43303/Q8TAP6/Q9UPV0/A8K8P3/Q6NUS6/Q2MV58/Q5T7B8/Q6IQ55/Q9HC77/P07437/Q9Y592/Q7Z460/Q71U36/Q96GX1/P04350/Q9P2K1/P68366/Q9BYV8/O00186	CEP192/HAUS6/NEDD1/SSNA1/HAUS7/PCM1/HAUS1/CEP72/CEP57/CEP131/HAUS8/HAUS4/HAUS3/MARK4/CEP97/CEP63/SCLT1/CEP89/CEP78/ODF2/CEP152/HAUS5/TUBB4B/CEP70/TUBG1/FBF1/SDCCAG8/HAUS2/CCP110/CEP76/CEP164/SFI1/TCTN3/TCTN1/KIF24/TTBK2/CENPJ/TUBB/CEP83/CLASP1/TUBA1A/TCTN2/TUBB4A/CC2D2A/TUBA4A/CEP41/STXBP3	37.00756479	74/323	168/16433	1.29E-79	1.06E-79	Q9UPV0/Q8TEP8/Q7Z460/Q96L34/Q8NHV4/Q9H6D7/Q68CZ6/Q7Z4H7/Q99871/Q9BT25/Q96CS2/Q9HC77/Q5JTW2/Q15154/A8K8P3/Q8TAP6/Q96QF0/Q86XR8/Q86SQ7/Q5BJF6/O94927/O43805/Q96NL6/Q8TCU4/Q9P209/Q9NXR1/P62491/O43303/Q9NVX0/Q96ST8/P68371/Q15051/Q96MT8/Q13190/Q8IW35/Q9BYV8/Q9UPN4/Q14008/Q96GX1/P48730/P49674/Q15691/P23258/O15078/P68366/O15498/Q9P0N5/Q8NHQ1/O94986/Q68CZ1/P61981/Q5HYA8/P46459/P04350/O60763/O75935/O75665/P61163/Q14204/P51955/O00444/P07437/Q6IQ55/Q2MV58/Q5T7B8/Q9Y592/Q8TES7/Q9NXB0/Q6NUS6/Q5TB80/Q4AC94/P30153/Q71U36/P62258	CEP164/CEP192/CLASP1/MARK4/NEDD1/HAUS4/HAUS3/HAUS6/HAUS7/HAUS8/HAUS1/CENPJ/CEP78/PCM1/SFI1/CEP76/RAB3IP/CEP57/SDCCAG8/ODF2/HAUS5/SSNA1/SCLT1/ALMS1/CEP72/NDE1/RAB11A/CCP110/HAUS2/CEP89/TUBB4B/IQCB1/CEP63/STX5/CEP97/CEP41/CEP131/CKAP5/TCTN2/CSNK1D/CSNK1E/MAPRE1/TUBG1/CEP290/TUBA4A/YKT6/TMEM216/CEP70/CEP152/RPGRIP1L/YWHAG/TMEM67/NSF/TUBB4A/USO1/DCTN3/OFD1/ACTR1A/DYNC1H1/NEK2/PLK4/TUBB/TTBK2/TCTN1/KIF24/CEP83/FBF1/MKS1/TCTN3/CEP162/C2CD3/PPP2R1A/TUBA1A/YWHAE	76.29600466	13/319	168/16437	0.002342462566	0.002093908173	O95613/O95684/P17612/P31323/Q66GS9/Q7Z7A1/Q96SN8/Q99996/Q9BV73/Q9Y2I6/P61006/P61026/Q9H270	PCNT/FGFR1OP/PRKACA/PRKAR2B/CEP135/CNTRL/CDK5RAP2/AKAP9/CEP250/NINL/RAB8A/RAB10/VPS11
GO:0022406	membrane docking	47/292	177/16433	2.37E-39	2.08E-39	Q8TEP8/Q7Z4H7/Q8NHV4/O43805/Q99871/Q15154/Q96CS2/Q9P209/Q86XR8/Q9UPN4/Q9BT25/Q9H6D7/Q68CZ6/Q96L34/Q8IW35/Q96MT8/Q96NL6/Q96ST8/Q5JTW2/Q5BJF6/O94986/O94927/P68371/Q8NHQ1/P23258/Q8TES7/Q86SQ7/Q9NVX0/O43303/Q8TAP6/Q9UPV0/A8K8P3/Q6NUS6/Q2MV58/Q5T7B8/Q6IQ55/Q9HC77/P07437/Q9Y592/Q7Z460/Q71U36/Q96GX1/P04350/Q9P2K1/P68366/Q9BYV8/O00186	CEP192/HAUS6/NEDD1/SSNA1/HAUS7/PCM1/HAUS1/CEP72/CEP57/CEP131/HAUS8/HAUS4/HAUS3/MARK4/CEP97/CEP63/SCLT1/CEP89/CEP78/ODF2/CEP152/HAUS5/TUBB4B/CEP70/TUBG1/FBF1/SDCCAG8/HAUS2/CCP110/CEP76/CEP164/SFI1/TCTN3/TCTN1/KIF24/TTBK2/CENPJ/TUBB/CEP83/CLASP1/TUBA1A/TCTN2/TUBB4A/CC2D2A/TUBA4A/CEP41/STXBP3	35.70373385	74/323	177/16433	1.14E-77	9.37E-78	Q9UPV0/Q8TEP8/Q7Z460/Q96L34/Q8NHV4/Q9H6D7/Q68CZ6/Q7Z4H7/Q99871/Q9BT25/Q96CS2/Q9HC77/Q5JTW2/Q15154/A8K8P3/Q8TAP6/Q96QF0/Q86XR8/Q86SQ7/Q5BJF6/O94927/O43805/Q96NL6/Q8TCU4/Q9P209/Q9NXR1/P62491/O43303/Q9NVX0/Q96ST8/P68371/Q15051/Q96MT8/Q13190/Q8IW35/Q9BYV8/Q9UPN4/Q14008/Q96GX1/P48730/P49674/Q15691/P23258/O15078/P68366/O15498/Q9P0N5/Q8NHQ1/O94986/Q68CZ1/P61981/Q5HYA8/P46459/P04350/O60763/O75935/O75665/P61163/Q14204/P51955/O00444/P07437/Q6IQ55/Q2MV58/Q5T7B8/Q9Y592/Q8TES7/Q9NXB0/Q6NUS6/Q5TB80/Q4AC94/P30153/Q71U36/P62258	CEP164/CEP192/CLASP1/MARK4/NEDD1/HAUS4/HAUS3/HAUS6/HAUS7/HAUS8/HAUS1/CENPJ/CEP78/PCM1/SFI1/CEP76/RAB3IP/CEP57/SDCCAG8/ODF2/HAUS5/SSNA1/SCLT1/ALMS1/CEP72/NDE1/RAB11A/CCP110/HAUS2/CEP89/TUBB4B/IQCB1/CEP63/STX5/CEP97/CEP41/CEP131/CKAP5/TCTN2/CSNK1D/CSNK1E/MAPRE1/TUBG1/CEP290/TUBA4A/YKT6/TMEM216/CEP70/CEP152/RPGRIP1L/YWHAG/TMEM67/NSF/TUBB4A/USO1/DCTN3/OFD1/ACTR1A/DYNC1H1/NEK2/PLK4/TUBB/TTBK2/TCTN1/KIF24/CEP83/FBF1/MKS1/TCTN3/CEP162/C2CD3/PPP2R1A/TUBA1A/YWHAE	74.05049554	14/319	177/16437	0.001178098984	0.001053093068	O95613/O95684/P17612/P31323/Q66GS9/Q7Z7A1/Q96SN8/Q99996/Q9BV73/Q9Y2I6/P51149/P61006/P61026/Q9H270	PCNT/FGFR1OP/PRKACA/PRKAR2B/CEP135/CNTRL/CDK5RAP2/AKAP9/CEP250/NINL/RAB7A/RAB8A/RAB10/VPS11
GO:0060271	cilium assembly	48/292	355/16433	6.84E-26	6.01E-26	Q8TEP8/Q7Z4H7/Q8NHV4/Q15643/O43805/Q99871/Q15154/Q96CS2/Q9P209/Q86XR8/Q9UPN4/Q9BT25/Q9H6D7/Q68CZ6/Q96L34/Q8IW35/Q96MT8/Q96NL6/Q96ST8/Q5JTW2/Q5BJF6/O94986/O94927/P68371/Q8NHQ1/P23258/Q8TES7/Q86SQ7/Q9NVX0/O43303/Q8TAP6/Q8TC44/Q9UPV0/A8K8P3/Q6NUS6/Q2MV58/Q5T7B8/Q6IQ55/Q9HC77/P07437/Q9Y592/Q7Z460/Q71U36/Q96GX1/P04350/Q9P2K1/P68366/Q9BYV8	CEP192/HAUS6/NEDD1/TRIP11/SSNA1/HAUS7/PCM1/HAUS1/CEP72/CEP57/CEP131/HAUS8/HAUS4/HAUS3/MARK4/CEP97/CEP63/SCLT1/CEP89/CEP78/ODF2/CEP152/HAUS5/TUBB4B/CEP70/TUBG1/FBF1/SDCCAG8/HAUS2/CCP110/CEP76/POC1B/CEP164/SFI1/TCTN3/TCTN1/KIF24/TTBK2/CENPJ/TUBB/CEP83/CLASP1/TUBA1A/TCTN2/TUBB4A/CC2D2A/TUBA4A/CEP41	24.66514979	70/323	355/16433	1.54E-47	1.26E-47	Q9UPV0/Q8TEP8/Q7Z460/Q96L34/Q8NHV4/Q9H6D7/Q68CZ6/Q7Z4H7/Q99871/Q9BT25/Q96CS2/Q9HC77/Q5JTW2/Q15154/A8K8P3/Q8TAP6/Q96QF0/Q86XR8/Q86SQ7/Q5BJF6/O94927/O43805/Q96NL6/Q8TCU4/Q9P209/Q9NXR1/P62491/O43303/Q9NVX0/Q96ST8/P68371/Q15051/Q96MT8/Q8IW35/Q9BYV8/Q9UPN4/Q14008/Q96GX1/P48730/P49674/Q15691/P23258/O15078/P68366/Q9P0N5/Q8NHQ1/O94986/Q68CZ1/P61981/Q5HYA8/P04350/O75935/O75665/P61163/Q14204/P51955/O00444/P07437/Q6IQ55/Q2MV58/Q5T7B8/Q9Y592/Q8TES7/Q9NXB0/Q6NUS6/Q5TB80/Q4AC94/P30153/Q71U36/P62258	CEP164/CEP192/CLASP1/MARK4/NEDD1/HAUS4/HAUS3/HAUS6/HAUS7/HAUS8/HAUS1/CENPJ/CEP78/PCM1/SFI1/CEP76/RAB3IP/CEP57/SDCCAG8/ODF2/HAUS5/SSNA1/SCLT1/ALMS1/CEP72/NDE1/RAB11A/CCP110/HAUS2/CEP89/TUBB4B/IQCB1/CEP63/CEP97/CEP41/CEP131/CKAP5/TCTN2/CSNK1D/CSNK1E/MAPRE1/TUBG1/CEP290/TUBA4A/TMEM216/CEP70/CEP152/RPGRIP1L/YWHAG/TMEM67/TUBB4A/DCTN3/OFD1/ACTR1A/DYNC1H1/NEK2/PLK4/TUBB/TTBK2/TCTN1/KIF24/CEP83/FBF1/MKS1/TCTN3/CEP162/C2CD3/PPP2R1A/TUBA1A/YWHAE	46.34179945	12/319	355/16437	0.3107437856	0.2777713342	O95613/O95684/P17612/P31323/Q66GS9/Q7Z7A1/Q96SN8/Q99996/Q9BV73/Q9Y2I6/P61006/Q6NXT6	PCNT/FGFR1OP/PRKACA/PRKAR2B/CEP135/CNTRL/CDK5RAP2/AKAP9/CEP250/NINL/RAB8A/TAPT1
GO:0044782	cilium organization	48/292	373/16433	5.31E-25	4.67E-25	Q8TEP8/Q7Z4H7/Q8NHV4/Q15643/O43805/Q99871/Q15154/Q96CS2/Q9P209/Q86XR8/Q9UPN4/Q9BT25/Q9H6D7/Q68CZ6/Q96L34/Q8IW35/Q96MT8/Q96NL6/Q96ST8/Q5JTW2/Q5BJF6/O94986/O94927/P68371/Q8NHQ1/P23258/Q8TES7/Q86SQ7/Q9NVX0/O43303/Q8TAP6/Q8TC44/Q9UPV0/A8K8P3/Q6NUS6/Q2MV58/Q5T7B8/Q6IQ55/Q9HC77/P07437/Q9Y592/Q7Z460/Q71U36/Q96GX1/P04350/Q9P2K1/P68366/Q9BYV8	CEP192/HAUS6/NEDD1/TRIP11/SSNA1/HAUS7/PCM1/HAUS1/CEP72/CEP57/CEP131/HAUS8/HAUS4/HAUS3/MARK4/CEP97/CEP63/SCLT1/CEP89/CEP78/ODF2/CEP152/HAUS5/TUBB4B/CEP70/TUBG1/FBF1/SDCCAG8/HAUS2/CCP110/CEP76/POC1B/CEP164/SFI1/TCTN3/TCTN1/KIF24/TTBK2/CENPJ/TUBB/CEP83/CLASP1/TUBA1A/TCTN2/TUBB4A/CC2D2A/TUBA4A/CEP41	23.84104461	70/323	373/16433	4.33E-46	3.55E-46	Q9UPV0/Q8TEP8/Q7Z460/Q96L34/Q8NHV4/Q9H6D7/Q68CZ6/Q7Z4H7/Q99871/Q9BT25/Q96CS2/Q9HC77/Q5JTW2/Q15154/A8K8P3/Q8TAP6/Q96QF0/Q86XR8/Q86SQ7/Q5BJF6/O94927/O43805/Q96NL6/Q8TCU4/Q9P209/Q9NXR1/P62491/O43303/Q9NVX0/Q96ST8/P68371/Q15051/Q96MT8/Q8IW35/Q9BYV8/Q9UPN4/Q14008/Q96GX1/P48730/P49674/Q15691/P23258/O15078/P68366/Q9P0N5/Q8NHQ1/O94986/Q68CZ1/P61981/Q5HYA8/P04350/O75935/O75665/P61163/Q14204/P51955/O00444/P07437/Q6IQ55/Q2MV58/Q5T7B8/Q9Y592/Q8TES7/Q9NXB0/Q6NUS6/Q5TB80/Q4AC94/P30153/Q71U36/P62258	CEP164/CEP192/CLASP1/MARK4/NEDD1/HAUS4/HAUS3/HAUS6/HAUS7/HAUS8/HAUS1/CENPJ/CEP78/PCM1/SFI1/CEP76/RAB3IP/CEP57/SDCCAG8/ODF2/HAUS5/SSNA1/SCLT1/ALMS1/CEP72/NDE1/RAB11A/CCP110/HAUS2/CEP89/TUBB4B/IQCB1/CEP63/CEP97/CEP41/CEP131/CKAP5/TCTN2/CSNK1D/CSNK1E/MAPRE1/TUBG1/CEP290/TUBA4A/TMEM216/CEP70/CEP152/RPGRIP1L/YWHAG/TMEM67/TUBB4A/DCTN3/OFD1/ACTR1A/DYNC1H1/NEK2/PLK4/TUBB/TTBK2/TCTN1/KIF24/CEP83/FBF1/MKS1/TCTN3/CEP162/C2CD3/PPP2R1A/TUBA1A/YWHAE	44.95963994	12/319	373/16437	0.3619381187	0.3235335308	O95613/O95684/P17612/P31323/Q66GS9/Q7Z7A1/Q96SN8/Q99996/Q9BV73/Q9Y2I6/P61006/Q6NXT6	PCNT/FGFR1OP/PRKACA/PRKAR2B/CEP135/CNTRL/CDK5RAP2/AKAP9/CEP250/NINL/RAB8A/TAPT1
GO:0010389	regulation of G2/M transition of mitotic cell cycle	34/292	190/16433	5.71E-22	5.02E-22	Q8TEP8/Q7Z4H7/Q8NHV4/O43805/Q99871/Q15154/Q96CS2/Q9P209/Q86XR8/Q9UPN4/Q9BT25/Q9H6D7/Q68CZ6/Q96MT8/Q5JTW2/Q5BJF6/O94986/O94927/P68371/Q8NHQ1/P23258/Q86SQ7/Q9NVX0/O43303/Q8TAP6/Q9UPV0/A8K8P3/Q9HC77/P07437/Q7Z460/Q71U36/P04350/P68366/Q9BYV8	CEP192/HAUS6/NEDD1/SSNA1/HAUS7/PCM1/HAUS1/CEP72/CEP57/CEP131/HAUS8/HAUS4/HAUS3/CEP63/CEP78/ODF2/CEP152/HAUS5/TUBB4B/CEP70/TUBG1/SDCCAG8/HAUS2/CCP110/CEP76/CEP164/SFI1/CENPJ/TUBB/CLASP1/TUBA1A/TUBB4A/TUBA4A/CEP41	18.56191782	51/323	190/16433	3.70E-41	3.04E-41	Q9UPV0/Q8TEP8/Q7Z460/Q8NHV4/Q9H6D7/Q68CZ6/Q7Z4H7/Q99871/Q9BT25/Q96CS2/Q9HC77/Q5JTW2/Q15154/A8K8P3/Q8TAP6/Q86XR8/Q86SQ7/Q5BJF6/O94927/O43805/Q8TCU4/Q9P209/Q9NXR1/P62491/O43303/Q9NVX0/P68371/Q96MT8/Q9BYV8/Q9UPN4/Q14008/P48730/P49674/Q15691/P23258/O15078/P68366/Q8NHQ1/O94986/P61981/P04350/O75935/O75665/P61163/Q14204/P51955/O00444/P07437/P30153/Q71U36/P62258	CEP164/CEP192/CLASP1/NEDD1/HAUS4/HAUS3/HAUS6/HAUS7/HAUS8/HAUS1/CENPJ/CEP78/PCM1/SFI1/CEP76/CEP57/SDCCAG8/ODF2/HAUS5/SSNA1/ALMS1/CEP72/NDE1/RAB11A/CCP110/HAUS2/TUBB4B/CEP63/CEP41/CEP131/CKAP5/CSNK1D/CSNK1E/MAPRE1/TUBG1/CEP290/TUBA4A/CEP70/CEP152/YWHAG/TUBB4A/DCTN3/OFD1/ACTR1A/DYNC1H1/NEK2/PLK4/TUBB/PPP2R1A/TUBA1A/YWHAE	37.77986982	14/319	190/16437	0.002046273083	0.001829146811	O60885/P48556/O95613/O95684/P17612/P31323/P49454/Q66GS9/Q7Z7A1/Q96SN8/Q99996/Q9BV73/Q9Y2I6/P62877	BRD4/PSMD8/PCNT/FGFR1OP/PRKACA/PRKAR2B/CENPF/CEP135/CNTRL/CDK5RAP2/AKAP9/CEP250/NINL/RBX1
GO:1902749	regulation of cell cycle G2/M phase transition	34/292	207/16433	9.11E-21	8.00E-21	Q8TEP8/Q7Z4H7/Q8NHV4/O43805/Q99871/Q15154/Q96CS2/Q9P209/Q86XR8/Q9UPN4/Q9BT25/Q9H6D7/Q68CZ6/Q96MT8/Q5JTW2/Q5BJF6/O94986/O94927/P68371/Q8NHQ1/P23258/Q86SQ7/Q9NVX0/O43303/Q8TAP6/Q9UPV0/A8K8P3/Q9HC77/P07437/Q7Z460/Q71U36/P04350/P68366/Q9BYV8	CEP192/HAUS6/NEDD1/SSNA1/HAUS7/PCM1/HAUS1/CEP72/CEP57/CEP131/HAUS8/HAUS4/HAUS3/CEP63/CEP78/ODF2/CEP152/HAUS5/TUBB4B/CEP70/TUBG1/SDCCAG8/HAUS2/CCP110/CEP76/CEP164/SFI1/CENPJ/TUBB/CLASP1/TUBA1A/TUBB4A/TUBA4A/CEP41	17.64500906	51/323	207/16433	3.69E-39	3.03E-39	Q9UPV0/Q8TEP8/Q7Z460/Q8NHV4/Q9H6D7/Q68CZ6/Q7Z4H7/Q99871/Q9BT25/Q96CS2/Q9HC77/Q5JTW2/Q15154/A8K8P3/Q8TAP6/Q86XR8/Q86SQ7/Q5BJF6/O94927/O43805/Q8TCU4/Q9P209/Q9NXR1/P62491/O43303/Q9NVX0/P68371/Q96MT8/Q9BYV8/Q9UPN4/Q14008/P48730/P49674/Q15691/P23258/O15078/P68366/Q8NHQ1/O94986/P61981/P04350/O75935/O75665/P61163/Q14204/P51955/O00444/P07437/P30153/Q71U36/P62258	CEP164/CEP192/CLASP1/NEDD1/HAUS4/HAUS3/HAUS6/HAUS7/HAUS8/HAUS1/CENPJ/CEP78/PCM1/SFI1/CEP76/CEP57/SDCCAG8/ODF2/HAUS5/SSNA1/ALMS1/CEP72/NDE1/RAB11A/CCP110/HAUS2/TUBB4B/CEP63/CEP41/CEP131/CKAP5/CSNK1D/CSNK1E/MAPRE1/TUBG1/CEP290/TUBA4A/CEP70/CEP152/YWHAG/TUBB4A/DCTN3/OFD1/ACTR1A/DYNC1H1/NEK2/PLK4/TUBB/PPP2R1A/TUBA1A/YWHAE	36.06700634	14/319	207/16437	0.003952145849	0.003532790924	O60885/P48556/O95613/O95684/P17612/P31323/P49454/Q66GS9/Q7Z7A1/Q96SN8/Q99996/Q9BV73/Q9Y2I6/P62877	BRD4/PSMD8/PCNT/FGFR1OP/PRKACA/PRKAR2B/CENPF/CEP135/CNTRL/CDK5RAP2/AKAP9/CEP250/NINL/RBX1
GO:0000086	G2/M transition of mitotic cell cycle	35/292	239/16433	9.10E-20	7.99E-20	Q8TEP8/Q7Z4H7/Q8NHV4/O43805/Q99871/Q15154/Q96CS2/Q9P209/Q86XR8/Q9UPN4/Q9BT25/Q9H6D7/Q68CZ6/Q96MT8/Q5JTW2/Q5BJF6/O94986/O94927/P68371/Q8NHQ1/P23258/Q86SQ7/Q9NVX0/O43303/Q8TAP6/Q9UPV0/A8K8P3/Q9HC77/P07437/Q7Z460/Q71U36/P04350/P68366/Q9BYV8/Q96CV9	CEP192/HAUS6/NEDD1/SSNA1/HAUS7/PCM1/HAUS1/CEP72/CEP57/CEP131/HAUS8/HAUS4/HAUS3/CEP63/CEP78/ODF2/CEP152/HAUS5/TUBB4B/CEP70/TUBG1/SDCCAG8/HAUS2/CCP110/CEP76/CEP164/SFI1/CENPJ/TUBB/CLASP1/TUBA1A/TUBB4A/TUBA4A/CEP41/OPTN	16.30868487	51/323	239/16433	7.71E-36	6.32E-36	Q9UPV0/Q8TEP8/Q7Z460/Q8NHV4/Q9H6D7/Q68CZ6/Q7Z4H7/Q99871/Q9BT25/Q96CS2/Q9HC77/Q5JTW2/Q15154/A8K8P3/Q8TAP6/Q86XR8/Q86SQ7/Q5BJF6/O94927/O43805/Q8TCU4/Q9P209/Q9NXR1/P62491/O43303/Q9NVX0/P68371/Q96MT8/Q9BYV8/Q9UPN4/Q14008/P48730/P49674/Q15691/P23258/O15078/P68366/Q8NHQ1/O94986/P61981/P04350/O75935/O75665/P61163/Q14204/P51955/O00444/P07437/P30153/Q71U36/P62258	CEP164/CEP192/CLASP1/NEDD1/HAUS4/HAUS3/HAUS6/HAUS7/HAUS8/HAUS1/CENPJ/CEP78/PCM1/SFI1/CEP76/CEP57/SDCCAG8/ODF2/HAUS5/SSNA1/ALMS1/CEP72/NDE1/RAB11A/CCP110/HAUS2/TUBB4B/CEP63/CEP41/CEP131/CKAP5/CSNK1D/CSNK1E/MAPRE1/TUBG1/CEP290/TUBA4A/CEP70/CEP152/YWHAG/TUBB4A/DCTN3/OFD1/ACTR1A/DYNC1H1/NEK2/PLK4/TUBB/PPP2R1A/TUBA1A/YWHAE	32.41067718	16/319	239/16437	0.001819394227	0.001626341653	O60885/P48556/O14578/O95613/O95684/P17612/P31323/P49454/Q66GS9/Q7Z7A1/Q96SN8/Q99996/Q9BV73/Q9Y2I6/P62877/Q9NXK8	BRD4/PSMD8/CIT/PCNT/FGFR1OP/PRKACA/PRKAR2B/CENPF/CEP135/CNTRL/CDK5RAP2/AKAP9/CEP250/NINL/RBX1/FBXL12
